"H","Southeast Supply Header, LLC","C001203","07/01/2026","O","07/01/2026","T","T","ESTELA D. LOZANO 713-627-4522",""
"D","BOARDWALK CONTINUUM MARKETING, LLC","188779862","N","FTS","840312-R1","07/01/2026","07/31/2026","","Y","10000","",""
"P","MQ","TRANSCO - CODEN","95","83101","SEH","10000","",""
"P","MQ","FGT STA 44 (FGT AIRPORT ROAD) CODEN","95","83102","SEH","10000","",""
"P","MQ","FGT - LUCEDALE (REC - 83010)","95","83110","SEH","10000","",""
"P","MQ","GULFSTREAM - CODEN (REC - 83011)","95","83111","SEH","10000","",""
"D","BOARDWALK CONTINUUM MARKETING, LLC","188779862","N","FTS","840293-R1","11/01/2025","10/31/2050","","N","25000","",""
"P","MQ","TRANSCO - CODEN","95","83101","SEH","25000","",""
"P","MQ","FGT STA 44 (FGT AIRPORT ROAD) CODEN","95","83102","SEH","25000","",""
"P","MQ","FGT - LUCEDALE (REC - 83010)","95","83110","SEH","25000","",""
"P","MQ","GULFSTREAM - CODEN (REC - 83011)","95","83111","SEH","25000","",""
"D","BP ENERGY COMPANY","625275755","N","FTS","840245-R1","11/01/2022","10/31/2027","","N","27000","",""
"P","MQ","TRANSCO - CODEN","95","83101","SEH","27000","",""
"P","MQ","FGT STA 44 (FGT AIRPORT ROAD) CODEN","95","83102","SEH","27000","",""
"P","MQ","FGT - LUCEDALE (REC - 83010)","95","83110","SEH","27000","",""
"P","MQ","GULFSTREAM - CODEN (REC - 83011)","95","83111","SEH","27000","",""
"D","CITIGROUP ENERGY, INC.","145184631","N","FTS","840264-R1","06/01/2023","05/31/2033","","N","6875","",""
"P","MQ","TRANSCO - CODEN","95","83101","SEH","6875","",""
"P","MQ","FGT STA 44 (FGT AIRPORT ROAD) CODEN","95","83102","SEH","6875","",""
"P","MQ","FGT - LUCEDALE (REC - 83010)","95","83110","SEH","6875","",""
"P","MQ","GULFSTREAM - CODEN (REC - 83011)","95","83111","SEH","6875","",""
"D","COOPERATIVE ENERGY, A MISSISSIPPI ELECTRIC COOPERATIVE","77893378","N","FTS-1","840114-R1","11/01/2014","10/31/2034","","N","35000","",""
"P","MQ","SOUTHCROSS ENERGY/MOSELLE DELIVERY","95","83116","SEH","35000","",""
"D","DUKE ENERGY FLORIDA, LLC","6923700","N","FTS","840163-R1","09/06/2022","05/31/2030","","Y","150000","",""
"P","MQ","TRANSCO - CODEN","95","83101","SEH","150000","",""
"P","MQ","FGT STA 44 (FGT AIRPORT ROAD) CODEN","95","83102","SEH","150000","",""
"P","MQ","FGT - LUCEDALE (REC - 83010)","95","83110","SEH","150000","",""
"P","MQ","GULFSTREAM - CODEN (REC - 83011)","95","83111","SEH","150000","",""
"D","DUKE ENERGY FLORIDA, LLC","6923700","N","FTS","840164-R1","06/01/2023","05/31/2030","","Y","50000","",""
"P","MQ","TRANSCO - CODEN","95","83101","SEH","50000","",""
"P","MQ","FGT STA 44 (FGT AIRPORT ROAD) CODEN","95","83102","SEH","50000","",""
"P","MQ","FGT - LUCEDALE (REC - 83010)","95","83110","SEH","50000","",""
"P","MQ","GULFSTREAM - CODEN (REC - 83011)","95","83111","SEH","50000","",""
"D","EMERA ENERGY SERVICES, INC.","101069263","N","FTS","840261-R1","06/01/2023","05/31/2033","","N","6875","",""
"P","MQ","TRANSCO - CODEN","95","83101","SEH","6875","",""
"P","MQ","FGT STA 44 (FGT AIRPORT ROAD) CODEN","95","83102","SEH","6875","",""
"P","MQ","FGT - LUCEDALE (REC - 83010)","95","83110","SEH","6875","",""
"P","MQ","GULFSTREAM - CODEN (REC - 83011)","95","83111","SEH","6875","",""
"D","EQT ENERGY, LLC","35858708","N","FTS","840263-R1","06/01/2023","05/31/2033","","N","6875","",""
"P","MQ","TRANSCO - CODEN","95","83101","SEH","6875","",""
"P","MQ","FGT STA 44 (FGT AIRPORT ROAD) CODEN","95","83102","SEH","6875","",""
"P","MQ","FGT - LUCEDALE (REC - 83010)","95","83110","SEH","6875","",""
"P","MQ","GULFSTREAM - CODEN (REC - 83011)","95","83111","SEH","6875","",""
"D","FLORIDA POWER & LIGHT COMPANY","6922371","N","FTS","840248-R1","04/01/2023","03/31/2033","","N","45000","",""
"P","MQ","TRANSCO - CODEN","95","83101","SEH","45000","",""
"P","MQ","FGT STA 44 (FGT AIRPORT ROAD) CODEN","95","83102","SEH","45000","",""
"P","MQ","FGT - LUCEDALE (REC - 83010)","95","83110","SEH","45000","",""
"P","MQ","GULFSTREAM - CODEN (REC - 83011)","95","83111","SEH","45000","",""
"D","FLORIDA POWER & LIGHT COMPANY","6922371","N","FTS","840192-R2","11/01/2023","10/31/2033","","Y","100000","","L5"
"P","MQ","TRANSCO - CODEN","95","83101","SEH","100000","",""
"P","MQ","FGT STA 44 (FGT AIRPORT ROAD) CODEN","95","83102","SEH","100000","",""
"P","MQ","FGT - LUCEDALE (REC - 83010)","95","83110","SEH","100000","",""
"P","MQ","GULFSTREAM - CODEN (REC - 83011)","95","83111","SEH","100000","",""
"D","FLORIDA POWER & LIGHT COMPANY","6922371","N","FTS","840097-R3","01/01/2024","10/31/2033","","Y","80000","","L3"
"P","MQ","TRANSCO - CODEN","95","83101","SEH","80000","",""
"P","MQ","FGT STA 44 (FGT AIRPORT ROAD) CODEN","95","83102","SEH","80000","",""
"P","MQ","FGT - LUCEDALE (REC - 83010)","95","83110","SEH","80000","",""
"P","MQ","GULFSTREAM - CODEN (REC - 83011)","95","83111","SEH","80000","",""
"D","FLORIDA POWER & LIGHT COMPANY","6922371","N","FTS","840221-R2","11/01/2024","10/31/2033","","Y","100000","","L5"
"A","SOUTHWEST ENERGY, L.P.","N",""
"P","MQ","TRANSCO - CODEN","95","83101","SEH","100000","",""
"P","MQ","FGT STA 44 (FGT AIRPORT ROAD) CODEN","95","83102","SEH","100000","",""
"P","MQ","FGT - LUCEDALE (REC - 83010)","95","83110","SEH","100000","",""
"P","MQ","GULFSTREAM - CODEN (REC - 83011)","95","83111","SEH","100000","",""
"D","HARTREE PARTNERS, LP","15956162","N","FTS","840259-R1","06/01/2023","05/31/2033","","N","6875","",""
"P","MQ","TRANSCO - CODEN","95","83101","SEH","6875","",""
"P","MQ","FGT STA 44 (FGT AIRPORT ROAD) CODEN","95","83102","SEH","6875","",""
"P","MQ","FGT - LUCEDALE (REC - 83010)","95","83110","SEH","6875","",""
"P","MQ","GULFSTREAM - CODEN (REC - 83011)","95","83111","SEH","6875","",""
"D","JPMORGAN CHASE BANK, N.A.","6981831","N","FTS","840295-R1","11/01/2025","10/31/2032","","N","20000","",""
"A","J.P. MORGAN VENTURES ENERGY CORPORATION","N",""
"P","MQ","TRANSCO - CODEN","95","83101","SEH","20000","",""
"P","MQ","FGT STA 44 (FGT AIRPORT ROAD) CODEN","95","83102","SEH","20000","",""
"P","MQ","FGT - LUCEDALE (REC - 83010)","95","83110","SEH","20000","",""
"P","MQ","GULFSTREAM - CODEN (REC - 83011)","95","83111","SEH","20000","",""
"D","KOCH ENERGY SERVICES, LLC","832703297","N","FTS","840310-R1","07/01/2026","07/31/2026","","Y","10000","",""
"P","MQ","TRANSCO - CODEN","95","83101","SEH","10000","",""
"P","MQ","FGT STA 44 (FGT AIRPORT ROAD) CODEN","95","83102","SEH","10000","",""
